Wall time,Step,Value
1756301898.213407,281,467.6666564941406
1756301898.2914033,802,274.1666564941406
1756301898.5831163,1359,198.36111450195312
1756301898.9004965,1767,216.8125
1756301899.4660482,2491,142.5833282470703
1756301900.063903,3215,82.69444274902344
1756301900.5395613,3764,80.47618865966797
1756301901.2052739,4598,31.63541603088379
1756301901.527157,5048,54.574073791503906
1756301902.0448477,5732,32.650001525878906
1756301902.455954,6215,43.121212005615234
1756301903.436828,7392,-40.61111068725586
1756301903.9556031,8068,-32.57051467895508
1756301904.2475328,8459,-9.833333015441895
1756301904.7384229,9156,-19.16666603088379
1756301905.3712046,10074,-45.36979293823242
1756301906.1557126,11067,-77.7549057006836
1756301906.5534506,11563,-70.52777862548828
1756301906.9619472,12014,-55.622806549072266
1756301907.480977,12739,-66.12083435058594
1756301907.66845,12996,-43.900794982910156
1756301908.188669,13740,-50.568180084228516
1756301908.6955247,14417,-54.04710006713867
1756301908.9526525,14725,-37.06944274902344
1756301909.6181283,15503,-47.37666702270508
1756301909.8528917,15753,-47.40666580200195
1756301910.3778028,16443,-55.68333435058594
1756301910.7355905,16900,-47.310001373291016
1756301911.088011,17361,-44.503334045410156
1756301911.362904,17784,-26.253334045410156
1756301911.5737824,18088,0.27666664123535156
1756301912.0116806,18660,-2.946666717529297
1756301912.637951,19529,-2.303333282470703
1756301912.9715931,19971,-3.5199999809265137
1756301913.1899526,20293,17.219999313354492
1756301913.4250424,20665,22.5
1756301913.5336518,20844,81.75666809082031
1756301914.0185966,21615,67.36000061035156
1756301914.3742023,22179,60.53333282470703
1756301914.6691475,22599,77.47000122070312
1756301915.0315433,23110,99.51667022705078
1756301915.5509312,23840,114.46666717529297
1756301915.7228284,24073,131.05999755859375
1756301916.2928748,24803,116.47333526611328
1756301916.7268965,25405,130.50332641601562
1756301916.9056644,25619,130.47999572753906
1756301917.319684,26236,137.64666748046875
1756301917.6557715,26767,146.99667358398438
1756301918.289491,27719,114.66999816894531
1756301918.6383476,28226,137.3300018310547
1756301919.0336578,28753,127.79000091552734
1756301919.3618088,29252,138.75332641601562
1756301919.689705,29752,131.26333618164062
1756301920.2012732,30579,101.28666687011719
1756301920.505679,31052,94.73332977294922
1756301921.1344285,31986,53.71666717529297
1756301921.4950821,32516,59.46333312988281
1756301921.9662056,33161,63.6966667175293
1756301922.2789476,33591,62.143333435058594
1756301922.5763721,34002,64.25
1756301923.1322393,34564,54.893333435058594
1756301924.088016,35368,28.766666412353516
1756301924.4779556,35790,52.52333450317383
1756301924.8538036,36127,65.0633316040039
1756301925.3876896,36765,55.10333251953125
1756301925.8107612,37343,55.68333435058594
1756301926.3420987,38103,59.9900016784668
1756301926.5704463,38410,58.810001373291016
1756301926.9922514,39002,68.01667022705078
1756301927.5836556,39788,59.02666473388672
1756301928.0394847,40409,48.246665954589844
1756301928.464291,40887,55.72999954223633
1756301929.0344782,41496,53.11000061035156
1756301929.6399,42286,59.836666107177734
1756301930.3907475,43367,20.75
1756301930.7793462,43890,20.343332290649414
1756301931.257022,44535,14.423333168029785
1756301931.481377,44834,32.20333480834961
1756301932.0161035,45580,43.40999984741211
1756301932.3961852,46150,39.209999084472656
1756301932.6866002,46541,80.97000122070312
1756301933.2599707,47302,66.11000061035156
1756301933.6299694,47801,77.51667022705078
1756301933.9637244,48271,80.41000366210938
1756301934.3918474,48868,66.23999786376953
1756301934.7481513,49320,72.11333465576172
1756301935.0962813,49825,81.5199966430664
1756301935.7541847,50825,46.21666717529297
1756301936.3864737,51686,12.963333129882812
1756301936.8200567,52285,14.736666679382324
1756301937.135001,52698,23.446666717529297
1756301937.5483246,53284,27.01333236694336
1756301938.1603584,54198,-12.180000305175781
1756301939.114419,55542,-61.983333587646484
1756301939.3652604,55861,-41.779998779296875
1756301939.6940129,56315,-41.5966682434082
1756301940.1062381,56813,-41.560001373291016
1756301940.5359473,57395,-38.42333221435547
1756301941.0845149,58219,-40.426666259765625
1756301941.7075517,59123,-26.790000915527344
1756301942.15667,59762,-36.01333236694336
1756301942.6193619,60397,-40.19333267211914
1756301942.9721782,60827,-52.9566650390625
1756301943.3609412,61372,-44.8033332824707
1756301944.2656007,62724,-93.33333587646484
1756301944.7058883,63358,-111.7699966430664
1756301944.956469,63690,-85.20999908447266
1756301945.3794487,64256,-86.94999694824219
1756301945.9105675,64984,-105.24333190917969
1756301946.1913779,65380,-91.66999816894531
1756301946.460862,65768,-84.8933334350586
1756301947.260289,66975,-125.17333221435547
1756301947.542767,67383,-94.97333526611328
1756301948.299763,68442,-106.37999725341797
1756301948.7725902,69068,-110.9566650390625
1756301948.9472423,69314,-105.1066665649414
1756301949.1880422,69661,-89.98666381835938
1756301949.7234783,70472,-78.44000244140625
1756301950.0085666,70920,-25.763334274291992
1756301950.3807552,71464,-30.183332443237305
1756301950.7175517,71908,-29.700000762939453
1756301951.1854794,72525,-38.20333480834961
1756301951.506175,72955,-29.020000457763672
1756301951.8667293,73391,-8.40999984741211
1756301952.3603253,74092,-1.1733334064483643
1756301952.592561,74398,15.399999618530273
1756301953.0728674,75119,15.670000076293945
1756301953.2462199,75358,28.93666648864746
1756301953.8974779,76242,11.569999694824219
1756301954.3868408,76899,55.753334045410156
1756301954.8226213,77508,53.83333206176758
1756301955.4109507,78347,23.459999084472656
1756301955.8276684,78958,28.18000030517578
1756301956.156575,79429,45.689998626708984
1756301956.4080708,79783,47.94333267211914
1756301956.9475932,80536,25.643333435058594
1756301957.3066204,81032,70.57333374023438
1756301957.7627516,81648,70.336669921875
1756301958.4282348,82600,81.90666961669922
1756301958.9727435,83327,80.05999755859375
1756301959.9219916,84528,20.623332977294922
1756301960.2794898,85036,12.59333324432373
1756301960.675759,85588,25.39666748046875
1756301961.1233912,86199,20.886667251586914
1756301961.574226,86858,5.0933332443237305
1756301961.8911006,87303,9.960000038146973
1756301962.452581,88009,8.776666641235352
1756301963.0519533,88802,-14.326666831970215
1756301963.4395053,89271,-15.210000038146973
1756301963.8306844,89815,-1.6366667747497559
1756301964.3556783,90538,-23.233333587646484
1756301964.7658074,91115,-15.670000076293945
1756301965.06603,91549,-22.893333435058594
1756301965.2628357,91829,5.96999979019165
1756301965.5253007,92170,26.68666648864746
1756301966.5286489,93580,-23.4233341217041
1756301966.9608965,94213,-8.079999923706055
1756301967.2631483,94682,-3.9733333587646484
1756301967.5878937,95114,0.5233333110809326
1756301968.141642,95849,-24.65999984741211
1756301968.6935482,96619,-22.623332977294922
1756301968.9496942,96984,-17.149999618530273
1756301969.3278744,97463,-15.143333435058594
1756301969.8510902,98181,-1.3633333444595337
1756301970.8081064,99616,-42.06666564941406
1756301971.3420613,100354,-8.353333473205566
1756301971.6626546,100815,-4.860000133514404
1756301972.3926067,101811,-31.71666717529297
1756301972.70384,102278,-22.456666946411133
1756301973.072178,102804,-8.833333015441895
1756301973.5404227,103458,-25.236665725708008
1756301974.0689592,104218,-30.656665802001953
1756301974.3539524,104578,0.6666666865348816
1756301974.707195,105049,-1.6100000143051147
1756301975.3925545,105958,-23.816667556762695
1756301977.083326,108395,-126.99666595458984
1756301977.3991086,108845,-120.23332977294922
1756301977.7312298,109279,-128.52667236328125
1756301978.0908506,109775,-133.163330078125
1756301978.5112464,110375,-147.47000122070312
1756301979.0602574,111222,-110.05000305175781
1756301979.7087731,112159,-130.38999938964844
